,client_id,district_id,client_age,client_gender,disp_id,account_id,disp_type,card_id,card_type,days_since_card_issuance,district_name,region,num_inhabitants,num_munipalities_gt499,num_munipalities_500to1999,num_munipalities_2000to9999,num_munipalities_gt10000,num_cities,ratio_urban,average_salary,unemp_rate95,unemp_rate96,num_entrep_per1000,num_crimes95,num_crimes96,account_district_id,account_freq,account_date_opened,freq_orders,freq_order_insurance,freq_order_household,freq_order_leasing,mon_order_insurance,mon_order_household,mon_order_leasing,loan_id,loan_date,loan_amount,loan_duration,monthly_loan_payment,loan_status,recent_transaction,length_of_relationship,mon_avg_balance,freq_transaction,mon_trans_cred,mon_trans_withraw,freq_first_3years,freq_last_3years,potential_loan,risky_customer,type_of_customer
752,788,47,44.31,M,788,657,OWNER,,,,Pardubice,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,1.51,5410,47,MONTHLY,1993-08-08,2.0,0.0,1.0,0.0,0.0,1066.0,0.0,,,,,,,1,1971,34546.22517006804,441,2619.6676136363626,1504.762264150942,103,338,True,False,prospect
753,789,4,87.29,M,789,658,OWNER,,,,Kladno,central Bohemia,149893,63,29,6,2,6,67.4,9753,4.64,5.05,109,4.64,5892,4,MONTHLY,1996-01-10,1.0,0.0,1.0,0.0,0.0,2703.0,0.0,,,,,,,1,1086,20773.648502994,167,2343.8383561643836,1513.8893617021286,0,167,False,False,regular
754,790,63,51.64,F,790,659,OWNER,,,,Vyskov,south Moravia,86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,3.79,1460,63,MONTHLY,1996-12-14,2.0,0.0,1.0,0.0,0.0,1833.0,0.0,,,,,,,1,747,31359.285999999986,150,1873.145762711864,969.0923076923078,0,150,True,False,prospect
755,791,68,68.25,F,791,660,OWNER,138.0,classic,7347.0,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,4.09,5887,68,MONTHLY,1996-01-20,2.0,0.0,1.0,0.0,0.0,1234.0,0.0,,,,,,,1,1076,40718.68626609446,233,8351.058974358972,3690.6580645161266,0,233,False,False,regular
756,793,21,40.88,M,793,662,OWNER,,,,Tabor,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,1.51,2354,21,MONTHLY,1994-07-18,1.0,0.0,1.0,0.0,0.0,3330.0,0.0,,,,,,,1,1627,23848.621317829442,258,2718.600862068965,2093.4563380281693,19,239,True,False,prospect
757,794,21,39.44,F,794,662,DISPONENT,,,,Tabor,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,1.51,2354,21,MONTHLY,1994-07-18,1.0,0.0,1.0,0.0,0.0,3330.0,0.0,,,,,,,1,1627,23848.621317829442,258,2718.600862068965,2093.4563380281693,19,239,False,False,regular
758,796,1,99.36,M,796,664,OWNER,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,0.29,99107,1,MONTHLY,1996-12-08,1.0,0.0,1.0,0.0,0.0,2997.0,0.0,,,,,,,1,753,22811.56050420168,119,3544.5222222222224,1850.6405405405412,0,119,False,False,regular
759,797,8,70.93,M,797,665,OWNER,139.0,classic,7823.0,Mlada Boleslav,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.25,1.44,127,1.25,4987,8,MONTHLY,1995-09-03,1.0,0.0,1.0,0.0,0.0,4149.0,0.0,,,,,,,1,1215,56126.56752136758,234,4671.345360824742,2674.2700729927,0,234,False,False,regular
760,798,27,78.89,F,798,666,OWNER,140.0,classic,7784.0,Plzen - jih,west Bohemia,67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,0.65,1127,27,MONTHLY,1996-03-15,4.0,1.0,1.0,0.0,955.0,3936.0,0.0,5103.0,1997-11-28,12540.0,12.0,1045.0,A,1,1021,47634.93985507246,276,7397.801282051283,2504.5090909090895,0,276,False,False,regular
761,799,27,82.87,M,799,666,DISPONENT,,,,Plzen - jih,west Bohemia,67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,0.65,1127,27,MONTHLY,1996-03-15,4.0,1.0,1.0,0.0,955.0,3936.0,0.0,5103.0,1997-11-28,12540.0,12.0,1045.0,A,1,1021,47634.93985507246,276,7397.801282051283,2504.5090909090895,0,276,False,False,regular
762,803,35,67.87,M,803,669,OWNER,,,,Jablonec n. Nisou,north Bohemia,88768,10,18,5,1,7,80.5,8867,1.02,1.21,130,1.02,3620,35,MONTHLY,1996-06-07,1.0,0.0,1.0,0.0,0.0,1947.0,0.0,,,,,,,1,937,15483.132638888877,144,1477.353968253968,910.7234567901234,0,144,True,False,prospect
763,804,35,62.93,F,804,669,DISPONENT,,,,Jablonec n. Nisou,north Bohemia,88768,10,18,5,1,7,80.5,8867,1.02,1.21,130,1.02,3620,35,MONTHLY,1996-06-07,1.0,0.0,1.0,0.0,0.0,1947.0,0.0,,,,,,,1,937,15483.132638888877,144,1477.353968253968,910.7234567901234,0,144,False,False,regular
764,806,60,38.67,M,806,671,OWNER,,,,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,3.45,2252,60,MONTHLY,1997-10-29,,,,,,,,,,,,,,1,428,18036.23818181818,55,2680.790909090909,3465.0636363636368,0,55,True,False,prospect
765,807,53,49.18,F,807,672,OWNER,,,,Blansko,south Moravia,107911,88,33,6,2,7,50.9,8240,2.53,3.56,99,2.53,1903,53,MONTHLY,1997-06-23,,,,,,,,,,,,,,47,510,27588.88888888889,18,3653.846153846154,2100.0,0,18,True,False,prospect
766,808,31,55.08,M,808,673,OWNER,141.0,classic,7395.0,Tachov,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,3.52,1452,31,MONTHLY,1997-12-08,1.0,0.0,1.0,0.0,0.0,4586.0,0.0,,,,,,,1,388,37460.113333333305,60,7788.668965517241,5994.348387096775,0,60,True,False,prospect
767,809,49,99.23,M,809,674,OWNER,,,,Semily,east Bohemia,75685,31,28,5,1,9,60.8,8208,1.89,2.26,155,1.89,2123,49,MONTHLY,1995-09-02,1.0,0.0,1.0,0.0,0.0,2058.0,0.0,,,,,,,1,1216,23867.550753768817,199,2357.6641975308653,1474.228813559323,0,199,False,False,regular
768,810,58,73.27,F,810,675,OWNER,142.0,classic,7471.0,Jihlava,south Moravia,109164,98,16,6,1,4,63.6,8757,3.38,3.95,96,3.38,2471,58,MONTHLY,1995-08-03,2.0,0.0,1.0,0.0,0.0,6358.0,0.0,5110.0,1997-04-01,102240.0,60.0,1704.0,C,1,1246,38257.99999999997,263,4975.9820754716975,2933.105732484075,0,263,False,False,regular
769,811,58,78.6,M,811,675,DISPONENT,,,,Jihlava,south Moravia,109164,98,16,6,1,4,63.6,8757,3.38,3.95,96,3.38,2471,58,MONTHLY,1995-08-03,2.0,0.0,1.0,0.0,0.0,6358.0,0.0,5110.0,1997-04-01,102240.0,60.0,1704.0,C,1,1246,38257.99999999997,263,4975.9820754716975,2933.105732484075,0,263,False,False,regular
770,812,39,78.07,M,812,676,OWNER,,,,Most,north Bohemia,119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,7.34,4743,39,MONTHLY,1995-09-22,1.0,0.0,1.0,0.0,0.0,3017.0,0.0,,,,,,,1,1196,29227.697183098564,213,2783.189795918367,2002.3600000000013,0,213,False,False,regular
771,813,70,54.91,M,813,677,OWNER,,,,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,6.63,10108,70,MONTHLY,1997-09-13,,,,,,,,,,,,,,1,474,41015.26774193551,62,11471.218749999998,10671.533333333333,0,62,True,False,prospect
772,814,19,59.24,M,814,678,OWNER,,,,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,3.13,1099,17,MONTHLY,1993-10-08,3.0,1.0,1.0,0.0,1967.0,1192.0,0.0,,,,,,,1,1910,20618.858690744935,443,4001.7248120300756,1676.568387096772,88,355,False,False,regular
773,815,22,54.17,F,815,679,OWNER,,,,Domazlice,west Bohemia,58400,65,16,4,1,6,52.4,8620,1.1,1.25,100,1.1,1117,22,MONTHLY,1997-07-12,3.0,1.0,1.0,0.0,281.0,4049.0,0.0,,,,,,,1,537,44634.177500000034,120,8590.194594594595,3102.592771084338,0,120,False,False,regular
774,816,17,60.91,F,816,680,OWNER,143.0,classic,7487.0,Pelhrimov,south Bohemia,74062,99,15,4,2,7,61.4,8114,2.38,2.62,119,2.38,1181,17,MONTHLY,1997-07-18,1.0,0.0,1.0,0.0,0.0,4853.0,0.0,,,,,,,1,531,39524.47586206898,87,7547.216216216216,4939.2840000000015,0,87,True,False,prospect
775,818,54,52.67,M,818,682,OWNER,,,,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,1.6,18696,54,MONTHLY,1997-06-08,2.0,0.0,1.0,0.0,0.0,1477.0,0.0,,,,,,,1,571,14887.82812500001,96,1518.4846153846156,671.7614035087717,0,96,False,False,regular
776,819,74,60.48,M,819,683,OWNER,145.0,classic,7850.0,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,4.75,18347,74,MONTHLY,1996-07-22,1.0,0.0,1.0,0.0,0.0,8578.0,0.0,,,,,,,1,892,37947.169871794875,156,12297.481666666667,7226.462499999997,0,156,True,False,prospect
777,820,74,58.14,F,820,683,DISPONENT,,,,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,4.75,18347,74,MONTHLY,1996-07-22,1.0,0.0,1.0,0.0,0.0,8578.0,0.0,,,,,,,1,892,37947.169871794875,156,12297.481666666667,7226.462499999997,0,156,False,False,regular
778,821,49,70.64,M,821,684,OWNER,,,,Semily,east Bohemia,75685,31,28,5,1,9,60.8,8208,1.89,2.26,155,1.89,2123,49,MONTHLY,1996-05-12,1.0,0.0,1.0,0.0,0.0,1936.0,0.0,,,,,,,1,963,13567.110948905107,137,1530.5633333333333,980.6701298701298,0,137,False,False,regular
779,822,37,59.64,F,822,685,OWNER,146.0,classic,7449.0,Litomerice,north Bohemia,114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4.46,4166,37,WEEKLY,1995-01-04,1.0,0.0,0.0,1.0,0.0,0.0,3847.2,,,,,,,1,1457,59456.54885844755,219,14328.31683168317,11572.838983050848,0,219,True,False,prospect
780,823,41,62.18,M,823,686,OWNER,,,,Usti nad Labem,north Bohemia,118650,8,8,5,1,3,85.6,9832,3.32,4.48,114,3.32,5471,41,MONTHLY,1993-04-04,3.0,1.0,1.0,0.0,983.0,2212.0,0.0,,,,,,,1,2097,23619.803162055352,506,5559.518367346938,2205.9955431754847,149,357,False,False,regular
781,824,27,66.32,M,824,687,OWNER,,,,Plzen - jih,west Bohemia,67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,0.65,1127,27,MONTHLY,1996-06-02,2.0,0.0,1.0,0.0,0.0,1444.0,0.0,,,,,,,1,942,20487.957591622984,191,6729.558461538461,3312.9492063492053,0,191,False,False,regular
782,825,74,41.73,M,825,688,OWNER,,,,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,4.75,18347,74,MONTHLY,1993-11-25,1.0,0.0,1.0,0.0,0.0,2509.0,0.0,,,,,,,1,1862,24106.93162393159,351,1908.0815068493157,1276.8809756097573,61,290,True,False,prospect
783,826,1,40.92,M,826,689,OWNER,147.0,junior,7306.0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,0.29,99107,1,MONTHLY,1996-04-24,5.0,1.0,1.0,1.0,17.0,4989.0,3847.2,,,,,,,1,981,54603.12352941174,289,14969.860240963857,5802.212621359223,0,289,False,False,regular
784,827,10,53.31,F,827,690,OWNER,,,,Praha - vychod,central Bohemia,92084,55,29,4,3,5,46.7,10124,0.56,0.54,141,0.56,4316,10,MONTHLY,1996-07-11,2.0,0.0,1.0,1.0,0.0,7152.0,1749.0,,,,,,,1,903,32770.74866666662,150,9762.030645161289,6365.7999999999965,0,150,True,False,prospect
785,828,10,60.05,M,828,690,DISPONENT,,,,Praha - vychod,central Bohemia,92084,55,29,4,3,5,46.7,10124,0.56,0.54,141,0.56,4316,10,MONTHLY,1996-07-11,2.0,0.0,1.0,1.0,0.0,7152.0,1749.0,,,,,,,1,903,32770.74866666662,150,9762.030645161289,6365.7999999999965,0,150,False,False,regular
786,829,24,61.61,M,829,691,OWNER,,,,Karlovy Vary,west Bohemia,122603,25,21,6,2,8,80.0,8991,1.39,2.01,128,1.39,5273,24,MONTHLY,1996-02-21,1.0,0.0,1.0,0.0,0.0,3342.0,0.0,,,,,,,1,1044,17262.60194805193,154,2807.850704225352,2131.3421686747,0,154,True,False,prospect
787,830,69,70.35,M,830,692,OWNER,,,,Jesenik,north Moravia,42821,4,13,5,1,3,48.4,8173,4.842,7.01,124,4.842,1358,69,MONTHLY,1996-10-02,2.0,0.0,1.0,0.0,0.0,4366.0,0.0,,,,,,,1,820,28644.41875000003,160,9538.576785714287,5010.290384615382,0,160,False,False,regular
788,831,2,70.67,M,831,693,OWNER,,,,Benesov,central Bohemia,88884,80,26,6,2,5,46.7,8507,1.67,1.85,132,1.67,2674,2,MONTHLY,1994-06-06,1.0,0.0,1.0,0.0,0.0,6329.0,0.0,,,,,,,1,1669,36272.28167202562,311,9347.013274336281,5242.451515151512,25,286,False,False,regular
789,832,67,95.04,F,832,694,OWNER,,,,Bruntal,north Moravia,106054,38,25,6,2,6,63.1,8110,5.77,6.55,109,5.77,3079,67,MONTHLY,1996-09-04,1.0,0.0,1.0,0.0,0.0,3096.0,0.0,,,,,,,1,848,29717.388805970124,134,3169.5245614035093,1798.6207792207802,0,134,False,False,regular
790,833,5,58.55,M,833,695,OWNER,,,,Kolin,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,3.85,3040,5,MONTHLY,1996-04-21,1.0,0.0,1.0,0.0,0.0,9516.0,0.0,,,,,,,1,984,33253.61436781612,174,12339.30909090909,7385.575925925922,0,174,True,False,prospect
791,834,54,96.06,M,834,696,OWNER,148.0,classic,7327.0,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,1.6,18696,54,MONTHLY,1997-11-09,2.0,0.0,2.0,0.0,0.0,789.5,0.0,,,,,,,1,417,40343.46290322581,62,3689.2280000000005,976.4270270270267,0,62,False,False,regular
792,835,28,75.2,F,835,697,OWNER,,,,Plzen - sever,west Bohemia,72541,66,26,10,0,8,36.9,8594,1.62,2.01,112,1.62,1525,28,MONTHLY,1993-02-23,1.0,0.0,1.0,0.0,0.0,6372.0,0.0,,,,,,,1,2137,54673.208771929836,399,11886.94825174825,6250.1132812500055,117,282,False,False,regular
793,836,28,70.55,M,836,697,DISPONENT,,,,Plzen - sever,west Bohemia,72541,66,26,10,0,8,36.9,8594,1.62,2.01,112,1.62,1525,28,MONTHLY,1993-02-23,1.0,0.0,1.0,0.0,0.0,6372.0,0.0,,,,,,,1,2137,54673.208771929836,399,11886.94825174825,6250.1132812500055,117,282,False,False,regular
794,837,71,44.2,M,837,698,OWNER,,,,Novy Jicin,north Moravia,161227,5,35,11,4,10,69.7,8678,5.93,5.57,102,5.93,4595,71,MONTHLY,1996-09-29,1.0,0.0,1.0,0.0,0.0,6177.0,0.0,,,,,,,1,823,36685.73028169016,142,8029.696551724136,4922.799999999998,0,142,True,False,prospect
795,838,71,50.89,F,838,698,DISPONENT,,,,Novy Jicin,north Moravia,161227,5,35,11,4,10,69.7,8678,5.93,5.57,102,5.93,4595,71,MONTHLY,1996-09-29,1.0,0.0,1.0,0.0,0.0,6177.0,0.0,,,,,,,1,823,36685.73028169016,142,8029.696551724136,4922.799999999998,0,142,False,False,regular
796,839,47,63.62,F,839,699,OWNER,,,,Pardubice,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,1.51,5410,1,MONTHLY,1993-09-17,,,,,,,,,,,,,,1,1931,67500.6489913544,347,14705.730588235292,13483.80677966104,96,251,True,False,prospect
797,840,20,81.69,M,840,700,OWNER,,,,Strakonice,south Bohemia,70646,94,14,3,1,4,58.4,8547,2.65,3.64,120,2.65,1542,20,MONTHLY,1994-06-01,2.0,0.0,1.0,0.0,0.0,1116.0,0.0,,,,,,,1,1674,24723.08291316519,357,2460.280291970803,1299.8909090909092,31,326,False,False,regular
798,841,69,37.87,M,841,701,OWNER,,,,Jesenik,north Moravia,42821,4,13,5,1,3,48.4,8173,4.842,7.01,124,4.842,1358,69,MONTHLY,1993-06-08,,,,,,,,,,,,,,1,2032,33108.14970930231,344,2345.9989637305703,2707.084768211919,92,252,True,False,prospect
799,842,12,85.51,F,842,702,OWNER,,,,Pribram,central Bohemia,107870,84,29,6,1,6,58.0,8754,3.83,4.31,137,3.83,3868,12,MONTHLY,1993-06-23,1.0,0.0,1.0,0.0,0.0,2813.0,0.0,,,,,,,1,2017,15539.032550335574,298,2194.5511627906976,1573.8260355029597,72,226,False,False,regular
800,843,54,61.32,F,843,703,OWNER,,,,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,1.6,18696,54,MONTHLY,1997-12-21,1.0,0.0,1.0,0.0,0.0,2306.0,0.0,,,,,,,1,375,30467.18727272728,55,2243.306451612904,1427.2583333333332,0,55,True,False,prospect
801,844,22,73.96,M,844,704,OWNER,,,,Domazlice,west Bohemia,58400,65,16,4,1,6,52.4,8620,1.1,1.25,100,1.1,1117,55,MONTHLY,1993-01-01,2.0,0.0,1.0,0.0,0.0,2141.0,0.0,,,,,,,1,2190,35043.13256784964,479,9440.308219178087,3893.7063063063074,149,330,False,False,regular
802,845,22,65.92,F,845,704,DISPONENT,,,,Domazlice,west Bohemia,58400,65,16,4,1,6,52.4,8620,1.1,1.25,100,1.1,1117,55,MONTHLY,1993-01-01,2.0,0.0,1.0,0.0,0.0,2141.0,0.0,,,,,,,1,2190,35043.13256784964,479,9440.308219178087,3893.7063063063074,149,330,False,False,regular
803,846,35,69.08,M,846,705,OWNER,,,,Jablonec n. Nisou,north Bohemia,88768,10,18,5,1,7,80.5,8867,1.02,1.21,130,1.02,3620,35,MONTHLY,1997-07-14,1.0,0.0,1.0,0.0,0.0,4161.0,0.0,,,,,,,1,535,21846.643333333326,90,3274.309756097561,2353.2081632653067,0,90,True,False,prospect
804,847,49,39.0,M,847,706,OWNER,,,,Semily,east Bohemia,75685,31,28,5,1,9,60.8,8208,1.89,2.26,155,1.89,2123,49,MONTHLY,1996-05-07,,,,,,,,,,,,,,21,948,35887.61629629627,135,10031.0765625,8326.960563380277,0,135,True,False,prospect
805,849,26,79.58,F,849,708,OWNER,,,,Plzen - mesto,west Bohemia,170449,0,0,0,1,1,100.0,10787,2.64,3.09,131,2.64,6261,26,MONTHLY,1996-03-30,,,,,,,,,,,,,,47,960,17973.333333333332,30,2653.3333333333335,2066.6666666666665,0,30,False,False,regular
806,850,19,49.26,M,850,709,OWNER,,,,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,3.13,1099,19,MONTHLY,1994-07-25,,,,,,,,,,,,,,1,1620,48613.1743772242,281,12299.512605042015,8674.28395061729,25,256,True,False,prospect
807,851,25,99.56,M,851,710,OWNER,,,,Klatovy,west Bohemia,88757,60,33,3,2,10,61.7,8554,2.47,2.68,113,2.47,2218,25,MONTHLY,1994-09-02,1.0,0.0,1.0,0.0,0.0,3200.0,0.0,,,,,,,1,1581,17883.00040983604,244,2415.366666666666,1642.9223021582748,9,235,False,False,regular
808,852,25,102.6,F,852,710,DISPONENT,,,,Klatovy,west Bohemia,88757,60,33,3,2,10,61.7,8554,2.47,2.68,113,2.47,2218,25,MONTHLY,1994-09-02,1.0,0.0,1.0,0.0,0.0,3200.0,0.0,,,,,,,1,1581,17883.00040983604,244,2415.366666666666,1642.9223021582748,9,235,False,False,regular
809,853,70,69.58,M,853,711,OWNER,,,,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,6.63,10108,70,MONTHLY,1994-07-06,1.0,0.0,1.0,0.0,0.0,3243.0,0.0,,,,,,,1,1639,36338.04326923074,312,5515.611764705883,3213.276683937821,23,289,True,False,prospect
810,854,72,77.17,F,854,712,OWNER,,,,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,3.8,9208,72,MONTHLY,1996-12-01,1.0,0.0,0.0,1.0,0.0,0.0,3847.2,,,,,,,1,760,67648.5731543624,149,17942.82923076923,12909.907142857139,0,149,False,False,regular
811,855,58,88.94,M,855,713,OWNER,,,,Jihlava,south Moravia,109164,98,16,6,1,4,63.6,8757,3.38,3.95,96,3.38,2471,58,MONTHLY,1996-10-15,1.0,0.0,1.0,0.0,0.0,3581.0,0.0,,,,,,,1,807,12688.429203539827,113,2979.7719999999995,2165.215873015874,0,113,False,False,regular
812,856,23,99.96,M,856,714,OWNER,,,,Cheb,west Bohemia,87419,21,11,4,3,9,85.5,8624,1.79,2.66,102,1.79,3198,23,MONTHLY,1996-11-04,1.0,0.0,1.0,0.0,0.0,3782.0,0.0,,,,,,,1,787,17237.170085470087,117,2825.811320754717,2115.478125000001,0,117,False,False,regular
813,857,32,70.86,M,857,715,OWNER,,,,Ceska Lipa,north Bohemia,105058,32,19,7,2,10,81.0,9272,2.8,3.22,118,2.8,4505,32,MONTHLY,1996-08-08,3.0,1.0,1.0,0.0,1378.0,2877.0,0.0,,,,,,,1,875,33159.212195121945,205,8579.144827586206,3154.746938775509,0,205,False,False,regular
814,858,47,59.75,F,858,716,OWNER,149.0,classic,7646.0,Pardubice,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,1.51,5410,47,MONTHLY,1994-09-25,,,,,,,,,,,,,,1,1558,44171.8324,250,10688.471844660195,7032.459863945573,10,240,True,False,prospect
815,859,1,50.41,F,859,717,OWNER,150.0,classic,8294.0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,0.29,99107,75,MONTHLY,1993-04-24,1.0,0.0,1.0,0.0,0.0,6561.0,0.0,,,,,,,1,2077,41267.63887468027,391,10954.227338129504,5945.4873015873045,103,288,True,False,prospect
816,860,1,51.05,M,860,717,DISPONENT,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,0.29,99107,75,MONTHLY,1993-04-24,1.0,0.0,1.0,0.0,0.0,6561.0,0.0,,,,,,,1,2077,41267.63887468027,391,10954.227338129504,5945.4873015873045,103,288,False,False,regular
817,861,1,62.29,F,861,718,OWNER,151.0,classic,7394.0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,0.29,99107,1,MONTHLY,1996-03-03,4.0,1.0,1.0,0.0,6041.0,726.0,0.0,5117.0,1997-08-20,76944.0,12.0,6412.0,A,1,1033,48722.65551601421,281,15700.160000000002,7169.4324607329845,0,281,False,False,regular
818,862,30,66.99,M,862,719,OWNER,,,,Sokolov,west Bohemia,94812,15,13,8,2,10,81.8,9650,3.38,3.67,100,3.38,2804,30,MONTHLY,1993-12-21,1.0,0.0,1.0,0.0,0.0,1991.0,0.0,,,,,,,1,1836,29596.398599439803,357,1742.898742138365,1092.4646464646476,58,299,True,False,prospect
819,863,54,50.07,F,863,720,OWNER,,,,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,1.6,18696,54,MONTHLY,1995-07-20,1.0,0.0,1.0,0.0,0.0,3916.0,0.0,,,,,,,1,1260,22278.059154929524,213,3102.721276595744,2325.5260504201688,0,213,True,False,prospect
820,864,11,65.76,M,864,721,OWNER,,,,Praha - zapad,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,0.45,3529,76,MONTHLY,1993-08-29,1.0,0.0,1.0,0.0,0.0,2194.0,0.0,,,,,,,1,1950,20867.933009708737,309,1731.8303999999994,1047.920652173914,62,247,True,False,prospect
821,865,11,72.16,F,865,721,DISPONENT,,,,Praha - zapad,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,0.45,3529,76,MONTHLY,1993-08-29,1.0,0.0,1.0,0.0,0.0,2194.0,0.0,,,,,,,1,1950,20867.933009708737,309,1731.8303999999994,1047.920652173914,62,247,False,False,regular
822,866,38,43.08,F,866,722,OWNER,,,,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,7.08,2822,38,TRANSACTION,1997-05-04,,,,,,,,,,,,,,1,606,32983.82551020412,98,11686.077500000001,7829.9655172413795,0,98,True,False,prospect
823,870,70,61.65,M,870,725,OWNER,,,,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,6.63,10108,70,MONTHLY,1996-07-08,1.0,0.0,1.0,0.0,0.0,2612.0,0.0,,,,,,,1,906,29741.97514792901,169,2070.430666666666,1266.882978723405,0,169,True,False,prospect
824,871,76,44.79,M,871,726,OWNER,,,,Sumperk,north Moravia,127369,31,32,13,2,7,51.2,8369,4.73,5.88,107,4.73,2807,76,MONTHLY,1994-02-03,1.0,0.0,1.0,0.0,0.0,3198.0,0.0,,,,,,,1,1792,24483.96091205215,307,2876.6125925925917,2139.40930232558,50,257,True,False,prospect
825,872,35,55.85,M,872,727,OWNER,,,,Jablonec n. Nisou,north Bohemia,88768,10,18,5,1,7,80.5,8867,1.02,1.21,130,1.02,3620,35,MONTHLY,1997-12-25,,,,,,,,,,,,,,42,330,21936.363636363636,11,3777.777777777778,700.0,0,11,False,False,regular
826,873,60,74.99,M,873,728,OWNER,,,,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,3.45,2252,60,MONTHLY,1995-11-28,3.0,0.0,1.0,1.0,0.0,1143.0,1863.0,,,,,,,1,1129,20078.79461883412,223,4197.155555555555,2242.6140845070418,0,223,False,False,regular
827,874,14,66.32,F,874,729,OWNER,,,,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,1.42,6295,14,MONTHLY,1997-02-15,3.0,1.0,1.0,0.0,67.0,1872.0,0.0,,,,,,,1,684,19270.87007874016,127,1710.4341463414635,543.9093023255813,0,127,False,False,regular
828,875,14,62.06,M,875,729,DISPONENT,,,,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,1.42,6295,14,MONTHLY,1997-02-15,3.0,1.0,1.0,0.0,67.0,1872.0,0.0,,,,,,,1,684,19270.87007874016,127,1710.4341463414635,543.9093023255813,0,127,False,False,regular
829,876,1,58.09,M,876,730,OWNER,152.0,classic,8124.0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,0.29,99107,4,MONTHLY,1993-08-28,,,,,,,,,,,,,,1,1951,60558.753510895825,413,16184.027528089888,11906.64595744682,77,336,True,False,prospect
830,877,5,91.96,F,877,731,OWNER,,,,Kolin,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,3.85,3040,5,MONTHLY,1995-07-11,1.0,0.0,1.0,0.0,0.0,2706.0,0.0,,,,,,,1,1269,14619.681578947388,190,2042.0929411764705,1489.9257142857155,0,190,False,False,regular
831,878,5,98.73,M,878,731,DISPONENT,,,,Kolin,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,3.85,3040,5,MONTHLY,1995-07-11,1.0,0.0,1.0,0.0,0.0,2706.0,0.0,,,,,,,1,1269,14619.681578947388,190,2042.0929411764705,1489.9257142857155,0,190,False,False,regular
832,879,38,75.07,F,879,732,OWNER,,,,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,7.08,2822,38,MONTHLY,1996-06-07,1.0,0.0,1.0,0.0,0.0,5129.0,0.0,,,,,,,1,937,31568.260233918136,171,9213.573015873017,5024.838888888887,0,171,False,False,regular
